,index,Tags,Questions,Answers,Address,Views,Date_published
74,18,loan,Does a Low CIBIL Score Prevent You From Getting a Personal Loan?,"A common question asked is whether having a low CIBIL score makes it impossible, or extremely difficult, for you to avail a personal loan. The answer is not as straightforward",https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/does-a-low-cibil-score-prevent-you-from-getting-a-personal-loan,851 views,"Jul 4,2020"
75,13,loan,How Loan Restructuring Impacts CIBIL Score and Eligibility,Reserve Bank of India (RBI) proposed a one-time loan restructuring on loans to ease the stress on borrowers who are facing financial difficulties. RBI allowed a one-time restructuring,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/how-loan-restructuring-impacts-cibil-score-and-eligibility,382 views,"Nov 27,2020"
76,12,loan,Hybrid Model of Lending: Is this the future,"Introduction
In India, over the past few years, there has been a paradigm shift in consumer behaviour, with regards to financial transactions and the rise of fintech companies that have",https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/hybrid-model-of-lending-is-this-the-future,289 views,"Dec 4,2020"
77,14,loan,Loan Restructuring Guidelines By RBI,The Reserve Bank of India (RBI) has proposed a one-time restructuring of loans for borrowers struggling with repayments due to lack of liquidity. The plan is to restructure these,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/loan-restructuring-guidelines-by-rbi,1.08 K views,"Oct 14,2020"
78,15,loan,Need Urgent Finance for Small Business ? Choose Bajaj Finserv Business Loan,What is a business loan ? Business loan is a type of unsecured loan in which no mortgage is needed. Business loans are availed by entrepreneurs and industrialists to cover various,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/need-urgent-finance-for-small-business-choose-bajaj-finserv-business-loan,496 views,"Sep 23,2020"
79,19,loan,Simple Tips To Improve Your CIBIL Score,"Banks and credit providers each have their own set of parameters when deciding to lend an amount to an applicant. However, the RBI has mandated that banks must consider CIBIL",https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/simple-tips-to-improve-your-cibil-score,36.85 K views,"Jul 4,2020"
80,17,loan,What Lenders Look For in Your Bank Statement,Bank Statement is one of the first documents that lenders ask for when taking decisions on loan applications. It is the single most important document that can decide if one,https://www.bajajfinservmarkets.in/discover/journals/blogs/loans/what-lenders-look-for-in-your-bank-statement,313 views,"Sep 18,2020"
81,79,payment,From Net Banking to UPI,"In April 2016, the National Payments Corporation of India (NPCI)—a Reserve Bank of India regulated organisation—launched the United Payment Interface (UPI) payment system in India. UPI is a",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/from-net-banking-to-upi,513 views,"Dec 5,2019"
82,76,payment,"MARKETS Pay, your Valentine’s Day saviour","This Valentine, let UPI help you on-the go! The Unified Payments Interface (UPI) ever since its launch in 2016, has garnered much popularity. Over time, UPI transactions have seen",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-safe-are-upi-payments,506 views,"Dec 5,2019"
83,72,payment,How safe UPI Payments are ?,It looks very convenient from User interface or front end to pay via UPI ID or Mobile number without sharing any account details with your friend or Payer but there,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-safe-upi-payments-are,194 views,"Aug 23,2020"
84,78,payment,How to Protect Yourself from UPI Fraud?,India has become the country with most advanced system of payments in the world. This giant leap has been powered by UPI (Universal Payment Interface) and IMPS (Immediate Payment System,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-to-protect-yourself-from-upi-fraud,500 views,"Dec 5,2019"
85,71,payment,What Is a UPI ID and How to Use It?,Our lives have changed drastically in the last few years especially with the advancement of Mobile phones. People have gradually moved away from carry money in their wallets to credit,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-to-use-upi,194 views,"Aug 24,2020"
86,70,payment,How UPI is better than other Digital Payment Modes,"Pandemic & the “New Normal” has brought many changes to our lives, whether it be social distancing, wearing masks, sanitizing every few minutes or simply the way we interact with",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/how-upi-is-better-than-other-digital-payment-modes,621 views,"Aug 24,2020"
87,73,payment,Make safe digital payments with Finserv MARKETS UPI App,"Using Finserv MARKETS UPI app users can make SAFE digital payments. While keeping oneself safe from the coronavirus, one must be mindful of cybercriminals. These criminals are especially targeting users",https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/make-safe-digital-payments-with-finserv-markets-upi-app,593 views,"Aug 23,2020"
88,74,payment,Mobile Payment Apps Driving Fintech Frenzy in India,The advent of digitization has led to a significant rise in the number of mobile payment apps in India. These mobile payment apps have helped our country take a step,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/mobile-payment-apps-driving-fintech-frenzy-in-india,1.03 K views,"Feb 3,2020"
89,75,payment,UPI 2.0 An Overview,For those living under a rock for the past few years let me start off by saying that this is an attempt at explaining the new wave of Unified Payments,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/upi-2-0-an-overview,434 views,"Dec 5,2019"
90,77,payment,What is UPI After All?,United Payments Interface (UPI) is an instant payment system which allows immediate transfer of funds from one bank account to another through a mobile phone platform. It is a single,https://www.bajajfinservmarkets.in/discover/journals/blogs/payments/what-is-upi-after-all,462 views,"Dec 5,2019"
91,82,service,Here's How You can Access All Your Financial Needs in One Go,"In the hustle and bustle of daily life, having to manage our financial transactions can seem extremely complicated and time-consuming. But what if we told you there is a",https://www.bajajfinservmarkets.in/discover/journals/blogs/service/heres-how-you-can-access-all-your-financial-needs-in-one-go,499 views,"Nov 26,2019"
92,83,service,Here’s Why You Should Not Skip Your EMI Payments,A personal loan is typically required to be repaid as equated monthly instalments or EMIs. While most banks and lenders require that you pay a portion of the principal in,https://www.bajajfinservmarkets.in/discover/journals/blogs/service/heres-why-you-should-not-skip-your-emi-payments,927 views,"Nov 7,2019"
93,84,service,Hybrid Flexi Loan: A Flexible and Convenient Solution for The New-Age Borrower,"Personal loans can be useful in a variety of ways. With good credit, you can obtain a personal loan for any purpose, right from paying medical bills or consolidating debt",https://www.bajajfinservmarkets.in/discover/journals/blogs/service/hybrid-flexi-loan-a-flexible-and-convenient-solution-for-the-new-age-borrower,988 views,"Nov 7,2019"
94,81,service,Rewards Program on Finserv MARKETS App,"Are you a chrysophilist? If so, have you ever imagined the idea of buying gold by claiming your rewards accumulated on your purchases? If you thought this is too good",https://www.bajajfinservmarkets.in/discover/journals/blogs/service/rewards-program-on-finserv-markets-app,853 views,"Dec 6,2019"
95,97,insurance,Factors to Consider While Buying Two Wheeler Insurance,"With the number of road accidents in India on a rise, it is wise to be prepared with a two wheeler insurance. A bike insurance covers the costs in case",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/factors-to-consider-while-buying-two-wheeler-insurance,593 views,"Jan 2,2020"
96,95,insurance,How to Get Travel Insurance Quote on Finserv MARKETS,Vacations need a lot of research and meticulous planning. And one of the most important tasks is to ensure your well-being even when things go a little off-track,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/get-travel-insurance-quote-on-finserv-markets-app,461 views,"Apr 2,2020"
97,96,insurance,How to Compare Health Insurance Plans,Buying insurance but confused about which policy to choose? Ensure you make an informed decision while choosing an ideal health insurance plan. It is important to know how to compare,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/how-to-compare-health-insurance-plans,1.05 K views,"Jan 2,2020"
98,104,insurance,Roadside Safety Tips,"Two-wheelers are extremely popular across India, offering freedom and independence to hundreds of thousands of citizens nation-wide. Unfortunately, this freedom comes at a cost, with road accidents involving",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/roadside-safety-tips,715 views,"Nov 29,2019"
99,99,insurance,Tax Benefits of Investing in ULIPs,"ULIPs are considered to be one of the most reliable long-term wealth creation solutions. They stand out amongst other investment options as they provide the benefit of returns, protection",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/tax-benefits-of-investing-in-ulips,502 views,"Dec 27,2019"
100,98,insurance,Tips to Choose a ULIP Plan,ULIP or Unit Linked Insurance Plan is a long-term investment plan with dual benefits of a life cover and investment. Part of the premiums paid by the policyholder is,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/tips-to-choose-a-ulip-plan,709 views,"Dec 27,2019"
101,101,insurance,ULIP buying tips,"What is a ULIP?
A mix of investment and insurance, a Unit Linked Insurance Plan or ULIP offers policyholders a flexible way to create wealth with the additional security of",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/ulip-buying-tips,617 views,"Nov 29,2019"
102,100,insurance,Why do you need bike insurance?,"There is no doubt that two-wheeler riders are more vulnerable to road accidents, and the costs of an accident can be extremely high. What's more, fines for not",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/why-do-you-need-bike-insurance,556 views,"Nov 29,2019"
103,102,insurance,Why Health Insurance is Necessary?,A family health insurance plan covers your family during medical emergencies and reduces the financial impact of medical costs. Health insurance is extremely important when you consider how expensive medical,https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/why-health-insurance-is-necessary,574 views,"Nov 29,2019"
104,103,insurance,Why Travel Insurance is a Must,"From planning the trip to visiting your dream destination to bringing souvenirs for your loved ones, travelling can be life's most rewarding experiences. However, there are certain unforeseen circumstances",https://www.bajajfinservmarkets.in/discover/journals/infographics/insurance/why-travel-insurance-is-a-must,465 views,"Nov 29,2019"
105,92,loan,All You Need to Know About the Mudra Loan,The Pradhan Mantri Mudra Yojna (PMMY) is a scheme launched by the Prime Minister in 2015 to fund income-generating activities of micro and small businesses in the non-farming,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/all-you-need-to-know-about-the-mudra-loan,710 views,"Mar 11,2020"
106,90,loan,Infographics for Components of GST,"Goods & Services Tax (GST) combines all the indirect taxes into a comprehensive single tax, both at the Central and State level. And hence, GST plays an important role in",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/components-of-gst-infographic,556 views,"Mar 24,2020"
107,94,loan,How Home Loan Can Save Tax,If you are going to buy a house on a Home Loan then here are some facts about how you can do it while saving a decent amount of tax,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-home-loan-can-save-tax,537 views,"Feb 22,2020"
108,91,loan,How to Apply for a Personal Loan from Finserv MARKETS App,"Steps to Apply for Personal Loan on Finserv MARKETS App
Applying for a Personal Loan from the Finserv MARKETS App is super easy. Here are the 4 quick steps to",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-to-apply-for-a-personal-loan-from-finserv-markets-app,640 views,"Mar 18,2020"
109,86,loan,How To Apply for Bajaj Finance Personal Loan at Finserv MARKETS,,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-to-apply-for-bajaj-finance-personal-loan-at-finserv-markets,191 views,"Nov 20,2020"
110,85,loan,How To Avail a Home Loan at Finserv MARKETS,,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/how-to-avail-a-home-loan-at-finserv-markets,209 views,"Nov 21,2020"
111,89,loan,Income Tax-Saving Tips for Small Businesses,"New entrepreneurs can often find themselves in a confused state when decoding the Indian taxation system and figuring out how to minimize their tax payments when filing returns.
Here are",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/income-tax-saving-tips-for-small-business,477 views,"Apr 14,2020"
112,87,loan,Types of Professional Loan,"What is a Professional Loan?
A professional loan serves as a financial help provided to the individuals of different professions like doctors, chartered accountants to meet their financial requirements. The",https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/types-of-professional-loan,1.39 K views,"Apr 14,2020"
113,88,loan,Choose the Right Small Business Loan,One of the most notable facts about small business loans is that there are so many different kinds of them. This allows you to be sharp in your loan selection,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/types-of-small-business-loans,667 views,"Apr 14,2020"
114,93,loan,What affects your Credit Score?,A credit score is a very significant number that affects your financial life. This three-digit number decides if you can get a credit card or a loan of the,https://www.bajajfinservmarkets.in/discover/journals/infographics/loans/what-affects-your-credit-score,677 views,"Feb 22,2020"
115,172,emi,AC,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/ac, 307 Views ,"Jul 6,2019"
116,167,emi,EMI Store,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/emi-store, 1.20 K Views ,"Jan 10,2020"
117,168,emi,Home Appliances,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/home-appliances, 535 Views ,"Jul 6,2019"
118,173,emi,Laptop,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/laptop, 310 Views ,"Jul 6,2019"
119,174,emi,Mobile Phone,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/mobile-phone, 315 Views ,"Jul 5,2019"
120,171,emi,Refrigerator,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/refrigerator, 313 Views ,"Jul 6,2019"
121,170,emi,TV,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/tv, 475 Views ,"Jul 6,2019"
122,169,emi,Washing Machine,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/emi-store/washing-machine, 352 Views ,"Jul 6,2019"
123,161,insurance,Cyber Insurance,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/cyber-insurance, 336 Views ,"Jul 6,2019"
124,159,insurance,Four Wheeler Insurance,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/four-wheeler-insurance, 482 Views ,"Jan 10,2020"
125,162,insurance,Travel Insurance,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/travel-insurance, 317 Views ,"Jul 6,2019"
126,160,insurance,Two Wheeler Insurance,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/insurance/two-wheeler-insurance, 456 Views ,"Jul 6,2019"
127,180,investment,Child Plan,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/child-plan, 322 Views ,"Jul 6,2019"
128,177,investment,Digital Gold,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/digital-gold, 798 Views ,"Jul 6,2019"
129,176,investment,Fixed Deposit,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/fixed-deposit, 740 Views ,"Jul 7,2019"
130,175,investment,Investment Plan,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/investment-plan, 339 Views ,"Jan 10,2020"
131,178,investment,National Pension Scheme,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/national-pension-scheme, 312 Views ,"Jul 6,2019"
132,179,investment,Retirement Plan,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/investment/retirement-plan, 302 Views ,"Jul 6,2019"
133,151,loan,Bajaj Finserv Home Loan Balance Transfer,Want to save on your existing home loan? You can pay off your existing home loan at attractive interest rates by applying for our Bajaj Finserv Home Loan Balance Transfer,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/home-loan-balance-transfer, 327 Views ,"Jul 6,2019"
134,152,loan,Bajaj Finserv Home Loan,"Planning to buy the house of your dreams? Apply for Bajaj Finserv home loan and enjoy a wide range of benefits like flexible repayments, no part-payment or foreclosure charges",https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/home-loan-fresh, 445 Views ,"Jul 6,2019"
135,149,loan,Loan Against Property,"In need of financial funding to take care of a business expansion or a wedding expenditure, or fulfilling your child’s dream of studying abroad? Get a Loan Against Property",https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/loan-against-property, 520 Views ,"Jul 6,2019"
136,150,loan,Loan Against Property Balance Transfer Video,Have a loan against property that you wish to transfer? The best way to save a lot of money from paying back a loan against property is to opt for,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/loan-against-property-balance-transfer, 345 Views ,"Jul 6,2019"
137,153,loan,Professional Loan Video,"Whether it’s starting your own practice, buying new equipment, expanding your services or inducing technology in your services, Professional Loan for Doctors and Chartered Accountants will cater to all",https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/professional-loan, 439 Views ,"Jul 6,2019"
138,148,loan,Used Car Finance,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/loans/used-car-finance, 356 Views ,"Jul 6,2019"
139,165,payment,Credit Card,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/payments/credit-card, 306 Views ,"Jul 6,2019"
140,163,payment,EMI Card,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/payments/emi-card, 1.03 K Views ,"Jan 10,2020"
141,166,payment,Future Group EMI Card,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/payments/future-group-emi-card, 308 Views ,"Jul 6,2019"
142,164,payment,Wallet,,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/payments/wallet, 332 Views ,"Jul 6,2019"
143,186,service,Finserv MARKETS Customer Portal Guide: Loan Foreclosure,Foreclose your loan at your convenience. Finserv MARKETS customer portal lets you to foreclose your loan whenever you feel like. You can easily apply for a new loan at Finserv,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/service/finserv-markets-customer-portal-guide-loan-foreclosure, 1.24 K Views ,"Jan 9,2020"
144,185,service,Finserv MARKETS Customer Portal Guide: Managing Missed EMI Payments,Missed your last EMI? Worry not! Finserv MARKETS lets you catch up to your Missed EMI payments in a few simple steps. Whether it’s withdrawing money from your current,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/service/finserv-markets-customer-portal-guide-managing-missed-emi-payments, 4.37 K Views ,"Jan 9,2020"
145,187,service,Finserv MARKETS Customer Portal Guide: Money Withdrawal - Flexi Hybrid Loan,Now withdraw money from your loan whenever you need. Finserv MARKETS customer portal lets you withdraw from your loan account in a few simple steps. Whether it’s withdrawing money,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/service/finserv-markets-customer-portal-guide-money-withdrawal-flexi-hybrid-loan, 1.78 K Views ,"Jan 9,2020"
146,189,service,Finserv MARKETS Customer Portal Guide: Part Payment - Flexi Hybrid Loan,Finserv MARKETS Customer Portal helps you easily manage your loan account. Part paying your Flexi loan is now much simpler. All you have to do is log into the Customer,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/service/finserv-markets-customer-portal-guide-part-payment-flexi-hybrid-loan, 839 Views ,"Jan 9,2020"
147,188,service,Finserv MARKETS Customer Portal Guide: Part Payment - Term Loan,Finserv MARKETS Customer Portal helps you easily manage your loan account. Part paying your Term loan is now much simpler. All you have to do is log into the Customer,https://www.bajajfinservmarkets.in/discover/videos/featured-videos/service/finserv-markets-customer-portal-guide-part-payment-term-loan, 824 Views ,"Jan 9,2020"
148,191,information,Aarogya Care: Your One-Stop Destination for All Your Healthcare Needs by Bajaj Finserv Health Ltd.,"Bajaj Finserv Ltd., India’s leading financial services conglomerate, recently announced the launch of its fully owned subsidiary Bajaj Finserv Health Ltd, (BFHL), a health-tech solutions business, aimed at",https://www.bajajfinservmarkets.in/discover/videos/news-flash/insurance/aarogya-care-your-one-stop-destination-for-all-your-healthcare-needs-by-bajaj-finserv-health-ltd, 674 Views ,"Sep 25,2020"
149,190,information,The Economic Times Innovation Awards 2020,It’s a great day for us at Finserv MARKETS. We have won the coveted “The Economic Times Innovation Awards 2020” for Business Model Innovation! Big thanks to The Economic,https://www.bajajfinservmarkets.in/discover/videos/news-flash/news-flash/the-economic-times-innovation-awards-2020, 5.50 K Views ,"Nov 5,2020"
150,196,calculator,Home Insurance Calculator,Secure your property with home insurance. Calculate the policy premium through simple steps of this tool.,https://www.bajajfinservmarkets.in/gi/insurance/home-insurance/premium-calculator/#/propertySelection.html,-,-
151,136,market,GST,Goods and Services Tax (GST) has been successful in simplifying the indirect taxation structure of India. Know more about GST here.,https://www.bajajfinservmarkets.in/gst.html,-,-
152,192,calculator,Car Insurance Calculator,Know the cost of your car insurance policy to make an informed decision.,https://www.bajajfinservmarkets.in/insurance/car-insurance/car-insurance-premium-calculator/vehicleRegistration.html,-,-
153,210,calculator,Compound Interest Calculator,Determine how your money can amplify using the power of compound interest.,https://www.bajajfinservmarkets.in/insurance/compound-interest-calculator.html,-,-
154,212,calculator,BMI Calculator,Use our BMI calculator to determine your weight category and plan your health routine accordingly.,https://www.bajajfinservmarkets.in/insurance/health-insurance/bmi-calculator.html,-,-
155,213,calculator,Calorie Calculator,Determine how many calories you should be eating per day to either maintain or lose your weight.,https://www.bajajfinservmarkets.in/insurance/health-insurance/calorie-calculator.html,-,-
156,194,calculator,Health Insurance Premium Calculator,Understand how much your health insurance will cost so that you can secure your and your family’s medical needs.,https://www.bajajfinservmarkets.in/insurance/health-insurance/health-insurance-premium-calculator/getGoingNow.html,-,-
157,200,calculator,Human Life Value Calculator,Know how much life insurance coverage you need based on your lifestyle habits and more.,https://www.bajajfinservmarkets.in/insurance/human-life-value-calculator-hlv.html,-,-
158,199,calculator,IDV Calculator,Calculate the Insured Declared Value (IDV) of your vehicle before buying a motor insurance plan.,https://www.bajajfinservmarkets.in/insurance/motor-insurance/idv-calculator.html,-,-
159,195,calculator,Travel Insurance Premium Calculator,Travel in mind? Don’t forget your travel insurance policy. Know the policy cost in a few clicks.,https://www.bajajfinservmarkets.in/insurance/travel-insurance/individual-travel-insurance.html,-,-
160,193,calculator,Bike Insurance Calculator,Calculate your two-wheeler insurance premium in just a few clicks.,https://www.bajajfinservmarkets.in/insurance/two-wheeler-insurance/bike-insurance-premium-calculator/vehicleRegistration.html,-,-
161,198,calculator,ULIP Risk Calculator,Calculate the risk involved in your chosen ULIP before investing in the policy.,https://www.bajajfinservmarkets.in/insurance/ulip/ulip-risk-calculator.html,-,-
162,197,calculator,Term Insurance Calculator,"Term insurance is an affordable life insurance plan. So, how much do you pay? Use the term insurance premium calculator to know the policy cost.",https://www.bajajfinservmarkets.in/li/term-insurance-calculator/#/GetQuoteDetails.html,-,-
163,203,calculator,Business Loan Calculator,"Do you need funds to sustain or expand your business? With our Business Loan calculator, determine your monthly repayments to make an informed decision.",https://www.bajajfinservmarkets.in/loans/business-loan/business-loan-emi-calculator.html,-,-
164,206,calculator,Business Loan Calculator for Doctors,We offer Business Loans for Doctors specifically. You can use this calculator to determine your EMIs and plan accordingly.,https://www.bajajfinservmarkets.in/loans/business-loan/business-loan-for-doctors/business-loan-emi-calculator-for-doctors.html,-,-
165,135,market,E-Way Bill,"The Electronic Way (E-way) bill is a document introduced under the GST regime. This bill is generated before transporting or shipping goods worth more than INR 50,000 within state or interstate. Read on to know more.",https://www.bajajfinservmarkets.in/loans/business-loan/e-way-bill.html,-,-
166,202,calculator,Home Loan EMI Calculator,Planning to buy a new house? Calculate your EMIs with ease using our Home Loan calculator.,https://www.bajajfinservmarkets.in/loans/home-loan/home-loan-emi-calculator.html,-,-
167,205,calculator,Loan Against Property Balance Transfer Calculator,"Are you looking to transfer your existing home loan to another lender? In that case, calculate your EMIs, that you will need to pay in the future, using the LAPBT calculator.",https://www.bajajfinservmarkets.in/loans/loan-against-property-balance-transfer/loan-against-property-balance-transfer-emi-calculator.html,-,-
168,204,calculator,MARKETS iCash Calculator,Quickly fix your personal financial shortfall with MARKETS iCash. Know how much you’d need to repay using this calculator and plan your finances accordingly.,https://www.bajajfinservmarkets.in/loans/markets-icash/emi-calculator.html,-,-
169,201,calculator,Personal Loan EMI Calculator,Use our Personal Loan EMI Calculator to calculate your monthly EMI and get a step closer to managing your finances  well.,https://www.bajajfinservmarkets.in/loans/personal-loan/personal-loan-emi-calculator.html,-,-
170,133,market,Budget,"From a bolstering the infrastructure and healthcare sector to laying a foundation for ""Atmanirbhar Bharat”, Government underlines their commitment towards functional reforms with Budget 2021. Read on to find out what you can bet on!",https://www.bajajfinservmarkets.in/markets-insights/budget.html,-,-
171,134,market,Tax Center,"From income tax slabs, tax reforms, ITR filing to tax calculations, Tax Center keeps you updated with what you need to know as a tax payer. Get access to income tax tools and articles, all at one place!",https://www.bajajfinservmarkets.in/markets-insights/income-tax.html,-,-
172,207,calculator,Income Tax Calculator,Making your tax calculations easy. Use this tool to determine the approx. amount that you are liable to pay as tax.,https://www.bajajfinservmarkets.in/markets-insights/income-tax/income-tax-calculator.html,-,-
173,209,calculator,PPF Calculator,Use our PPF calculator to perform even the most complex PPF-related calculations with ease.,https://www.bajajfinservmarkets.in/ppf-calculator.html,-,-
